01118#LAGRAN#ARABA/&Aacute;LAVA
01118#NAVARRETE#ARABA/&Aacute;LAVA
01118#URTURI#ARABA/&Aacute;LAVA
01118#VILLAFRIA#ARABA/&Aacute;LAVA
01118#VILLAVERDE#ARABA/&Aacute;LAVA
01120#ARRAIA-MAEZTU#ARABA/&Aacute;LAVA
01120#MAESTU#ARABA/&Aacute;LAVA
01128#ANTO&Ntilde;ANA#ARABA/&Aacute;LAVA
01128#ATAURI#ARABA/&Aacute;LAVA
01128#AZAZETA#ARABA/&Aacute;LAVA
01128#BERROZI#ARABA/&Aacute;LAVA
01128#BUJANDA#ARABA/&Aacute;LAVA
01128#DURRUMA KANPEZU#ARABA/&Aacute;LAVA
01128#KINTANA#ARABA/&Aacute;LAVA
01128#SAN ROMAN DE CAMPEZO#ARABA/&Aacute;LAVA
01129#ALETXA#ARABA/&Aacute;LAVA
01129#APELLANIZ#ARABA/&Aacute;LAVA
01129#APINANIZ#ARABA/&Aacute;LAVA
01129#AREATZA#ARABA/&Aacute;LAVA
01129#ARENAZA#ARABA/&Aacute;LAVA
01129#BIRGARA BARREN#ARABA/&Aacute;LAVA
01129#BIRGARA GOIEN#ARABA/&Aacute;LAVA
01129#CICUJANO#ARABA/&Aacute;LAVA
01129#ELORTZA#ARABA/&Aacute;LAVA
01129#ERROETA#ARABA/&Aacute;LAVA
01129#ERROITEGI#ARABA/&Aacute;LAVA
01129#IBISATE#ARABA/&Aacute;LAVA
01129#KORRES#ARABA/&Aacute;LAVA
01129#LEORZA#ARABA/&Aacute;LAVA
01129#MUSITU#ARABA/&Aacute;LAVA
01129#ONRAITA#ARABA/&Aacute;LAVA
01129#ROITEGUI#ARABA/&Aacute;LAVA
01129#SABANDO#ARABA/&Aacute;LAVA
01129#VIRGALA MAYOR#ARABA/&Aacute;LAVA
01129#VIRGALA MENOR#ARABA/&Aacute;LAVA
01129#ZEKUIANO#ARABA/&Aacute;LAVA
01130#MURGUIA#ARABA/&Aacute;LAVA
01130#ZUIA#ARABA/&Aacute;LAVA
01138#ACOSTA#ARABA/&Aacute;LAVA
01138#APODAKA#ARABA/&Aacute;LAVA
01138#BERRIKANO#ARABA/&Aacute;LAVA
01138#BURUAGA#ARABA/&Aacute;LAVA
01138#ERIBE#ARABA/&Aacute;LAVA
01138#ETXAGUEN (ZIGOITIA)#ARABA/&Aacute;LAVA
01138#GOPEGI#ARABA/&Aacute;LAVA
01138#LARRINOA#ARABA/&Aacute;LAVA
01138#LETONA#ARABA/&Aacute;LAVA
01138#MANURGA#ARABA/&Aacute;LAVA
01138#MURUA#ARABA/&Aacute;LAVA
01138#OKOIZTA#ARABA/&Aacute;LAVA
01138#OLANO#ARABA/&Aacute;LAVA
01138#ONDATEGI#ARABA/&Aacute;LAVA
01138#ZAITEGI#ARABA/&Aacute;LAVA
01138#ZESTAFE#ARABA/&Aacute;LAVA
01138#ZIGOITIA#ARABA/&Aacute;LAVA
01139#ALTUBE#ARABA/&Aacute;LAVA
01139#AMETZAGA (ZUIA)#ARABA/&Aacute;LAVA
01139#APERREGI#ARABA/&Aacute;LAVA
01139#BITORIANO#ARABA/&Aacute;LAVA
01139#DOMAIKIA#ARABA/&Aacute;LAVA
01139#GILIERNA#ARABA/&Aacute;LAVA
01139#GUILLERNA#ARABA/&Aacute;LAVA
01139#JUGO#ARABA/&Aacute;LAVA
01139#LUKIANO#ARABA/&Aacute;LAVA
01139#MARKINA#ARABA/&Aacute;LAVA
01139#SARRIA#ARABA/&Aacute;LAVA
01139#ZARATE#ARABA/&Aacute;LAVA
01160#IBARRA#ARABA/&Aacute;LAVA
01165#OLAETA#ARABA/&Aacute;LAVA
01169#ARAMAIO#ARABA/&Aacute;LAVA
01169#AREXOLA#ARABA/&Aacute;LAVA
01169#AZKOAGA#ARABA/&Aacute;LAVA
01169#BARAJUEN#ARABA/&Aacute;LAVA
01169#ETXAGUEN (ARAMAIO)#ARABA/&Aacute;LAVA
01169#GANTZAGA#ARABA/&Aacute;LAVA
01169#UNTZILLA#ARABA/&Aacute;LAVA
01169#URIBARRI#ARABA/&Aacute;LAVA
01170#ELOSU#ARABA/&Aacute;LAVA
01170#GOIAIN#ARABA/&Aacute;LAVA
01170#LEGUTIANO#ARABA/&Aacute;LAVA
01170#NAFARRETE#ARABA/&Aacute;LAVA
01170#URRUNAGA#ARABA/&Aacute;LAVA
01171#GOIAIN, POLIGONO INDUSTRIAL#ARABA/&Aacute;LAVA
01191#ASTEGIETA#ARABA/&Aacute;LAVA
01191#ESTARRONA#ARABA/&Aacute;LAVA
01191#GOBEO#ARABA/&Aacute;LAVA
01191#HUETO ABAJO#ARABA/&Aacute;LAVA
01191#HUETO ARRIBA#ARABA/&Aacute;LAVA
01191#MARTIODA#ARABA/&Aacute;LAVA
01191#MENDOZA#ARABA/&Aacute;LAVA
01191#OTO BARREN#ARABA/&Aacute;LAVA
01191#OTO GOIEN#ARABA/&Aacute;LAVA
01191#TRASPONTE#ARABA/&Aacute;LAVA
01191#TRESPUENTES#ARABA/&Aacute;LAVA
01191#ULLIBARRI-VI&Ntilde;A#ARABA/&Aacute;LAVA
01191#URIBARRI-DIBI&Ntilde;A#ARABA/&Aacute;LAVA
01192#A&Ntilde;UA#ARABA/&Aacute;LAVA
01192#ARBULO#ARABA/&Aacute;LAVA
01192#ARBULO/ARBURU#ARABA/&Aacute;LAVA
01192#ARBURU#ARABA/&Aacute;LAVA
01192#ARGOMANIZ#ARABA/&Aacute;LAVA
01192#ARKAUTE#ARABA/&Aacute;LAVA
01192#BURGELU#ARABA/&Aacute;LAVA
01192#ELBURGO#ARABA/&Aacute;LAVA
01192#ELORRIAGA#ARABA/&Aacute;LAVA
01192#GACETA#ARABA/&Aacute;LAVA
01192#GAZETA#ARABA/&Aacute;LAVA
01192#ILARRATZA#ARABA/&Aacute;LAVA
01192#JUNGITU#ARABA/&Aacute;LAVA
01192#LUBIANO#ARABA/&Aacute;LAVA
01192#MATAUCO#ARABA/&Aacute;LAVA
01192#OREITIA#ARABA/&Aacute;LAVA
01192#ZERIO#ARABA/&Aacute;LAVA
01193#ABERASTURI#ARABA/&Aacute;LAVA
01193#ANDOLLU#ARABA/&Aacute;LAVA
01193#ARGANDO&Ntilde;A#ARABA/&Aacute;LAVA
01193#ARKAIA#ARABA/&Aacute;LAVA
01193#ASKARZA#ARABA/&Aacute;LAVA
01193#AZILU#ARABA/&Aacute;LAVA
01193#EGUILETA#ARABA/&Aacute;LAVA
01193#ERENCHUN#ARABA/&Aacute;LAVA
01193#ERENTXUN#ARABA/&Aacute;LAVA
01193#GAUNA#ARABA/&Aacute;LAVA
01193#HIJONA#ARABA/&Aacute;LAVA
01193#IRURAIZ-GAUNA#ARABA/&Aacute;LAVA
01193#IXONA#ARABA/&Aacute;LAVA
01193#TROKONIZ#ARABA/&Aacute;LAVA
01193#VILLAFRANCA#ARABA/&Aacute;LAVA
01194#ARETXABALETA#ARABA/&Aacute;LAVA
01194#BERROSTEGIETA#ARABA/&Aacute;LAVA
01194#BOLIBAR#ARABA/&Aacute;LAVA
01194#CASTILLO#ARABA/&Aacute;LAVA
01194#ESKIBEL#ARABA/&Aacute;LAVA
01194#GAMIZ#ARABA/&Aacute;LAVA
01194#GARDELEGI#ARABA/&Aacute;LAVA
01194#GAZTELU#ARABA/&Aacute;LAVA
01194#IZARTZA#ARABA/&Aacute;LAVA
01194#LASARTE#ARABA/&Aacute;LAVA
01194#MENDIOLA#ARABA/&Aacute;LAVA
01194#MONASTERIOGUREN#ARABA/&Aacute;LAVA
01194#OKINA#ARABA/&Aacute;LAVA
01194#OTAZU#ARABA/&Aacute;LAVA
01194#ULLIBARRI DE LOS OLLEROS#ARABA/&Aacute;LAVA
01194#URIBARRI NAGUSIA#ARABA/&Aacute;LAVA
01195#ARI&Ntilde;EZ#ARABA/&Aacute;LAVA
01195#ARINIZ#ARABA/&Aacute;LAVA
01195#BILODA#ARABA/&Aacute;LAVA
01195#CRISPIJANA#ARABA/&Aacute;LAVA
01195#GOMETXA#ARABA/&Aacute;LAVA
01195#KRISPI&Ntilde;ANA#ARABA/&Aacute;LAVA
01195#LERMANDA#ARABA/&Aacute;LAVA
01195#MARGARITA#ARABA/&Aacute;LAVA
01195#SUBIJANA DE ALAVA#ARABA/&Aacute;LAVA
01195#SUBILLANA-GASTEIZ#ARABA/&Aacute;LAVA
01195#VILLODAS#ARABA/&Aacute;LAVA
01195#ZUAZO DE VITORIA#ARABA/&Aacute;LAVA
01195#ZUHATZU#ARABA/&Aacute;LAVA
01195#ZUMELTZU#ARABA/&Aacute;LAVA
01195#ZUMELZU#ARABA/&Aacute;LAVA
01196#ANTEZANA#ARABA/&Aacute;LAVA
01196#ARANGIZ#ARABA/&Aacute;LAVA
01196#ARTAZA FORONDA#ARABA/&Aacute;LAVA
01196#ETXABARRI-IBI&Ntilde;A#ARABA/&Aacute;LAVA
01196#FORONDA#ARABA/&Aacute;LAVA
01196#GERE&Ntilde;A#ARABA/&Aacute;LAVA
01196#IURRE#ARABA/&Aacute;LAVA
01196#LEGARDA#ARABA/&Aacute;LAVA
01196#LOPIDANA#ARABA/&Aacute;LAVA
01196#MANDOJANA#ARABA/&Aacute;LAVA
01196#MENDAROZKETA#ARABA/&Aacute;LAVA
01196#MENDIGUREN#ARABA/&Aacute;LAVA
01200#AGURAIN#ARABA/&Aacute;LAVA
01200#SALVATIERRA#ARABA/&Aacute;LAVA
01206#ARRIETA#ARABA/&Aacute;LAVA
01206#AUDIKANA#ARABA/&Aacute;LAVA
01206#BARRUNDIA#ARABA/&Aacute;LAVA
01206#DALLO#ARABA/&Aacute;LAVA
01206#ELGEA#ARABA/&Aacute;LAVA
01206#ETURA#ARABA/&Aacute;LAVA
01206#ETXABARRI-URTUPI&Ntilde;A#ARABA/&Aacute;LAVA
01206#EZKEREKOTXA#ARABA/&Aacute;LAVA
01206#GAZEO#ARABA/&Aacute;LAVA
01206#GUEVARA#ARABA/&Aacute;LAVA
01206#HEREDIA#ARABA/&Aacute;LAVA
01206#LANGARIKA#ARABA/&Aacute;LAVA
01206#MARIETA LARRINZAR#ARABA/&Aacute;LAVA
01206#MATURANA#ARABA/&Aacute;LAVA
01206#MENDIJUR#ARABA/&Aacute;LAVA
01206#OZAETA#ARABA/&Aacute;LAVA
01207#ADANA#ARABA/&Aacute;LAVA
01207#ALAIZA#ARABA/&Aacute;LAVA
01207#ALANGUA#ARABA/&Aacute;LAVA
01207#ARRIZALA#ARABA/&Aacute;LAVA
01207#BIKU&Ntilde;A#ARABA/&Aacute;LAVA
01207#DURRUMA DONEMILIAGA#ARABA/&Aacute;LAVA
01207#EGILATZ#ARABA/&Aacute;LAVA
01207#EGILEOR#ARABA/&Aacute;LAVA
01207#EGUILAZ#ARABA/&Aacute;LAVA
01207#GERE&Ntilde;U#ARABA/&Aacute;LAVA
01207#GUERE&Ntilde;U#ARABA/&Aacute;LAVA
01207#JAUREGI#ARABA/&Aacute;LAVA
01207#JAUREGUI#ARABA/&Aacute;LAVA
01207#MEZKIA#ARABA/&Aacute;LAVA
01207#MUNAIN#ARABA/&Aacute;LAVA
01207#OKARIZ#ARABA/&Aacute;LAVA
01207#OPAKUA#ARABA/&Aacute;LAVA
01207#SAN ROMAN DE SAN MILLAN#ARABA/&Aacute;LAVA
01207#TXINTXETRU#ARABA/&Aacute;LAVA
01207#ULLIBARRI-JAUREGI#ARABA/&Aacute;LAVA
01207#URIBARRI-JAUREGI#ARABA/&Aacute;LAVA
01207#VICU&Ntilde;A#ARABA/&Aacute;LAVA
01208#ALBENIZ#ARABA/&Aacute;LAVA
01208#AMETZAGA#ARABA/&Aacute;LAVA
01208#ARRIOLA (ASPARRENA)#ARABA/&Aacute;LAVA
01208#ASPURU#ARABA/&Aacute;LAVA
01208#AXPURU#ARABA/&Aacute;LAVA
01208#BARRIA#ARABA/&Aacute;LAVA
01208#DONEMILIAGA#ARABA/&Aacute;LAVA
01208#ERDO&Ntilde;ANA#ARABA/&Aacute;LAVA
01208#GALARRETA#ARABA/&Aacute;LAVA
01208#GORDOA#ARABA/&Aacute;LAVA
01208#HERMUA#ARABA/&Aacute;LAVA
01208#LARREA#ARABA/&Aacute;LAVA
01208#LUZURIAGA#ARABA/&Aacute;LAVA
01208#NARBAXA#ARABA/&Aacute;LAVA
01208#ORDO&Ntilde;ANA#ARABA/&Aacute;LAVA
01208#SAN MILLAN#ARABA/&Aacute;LAVA
01208#ZALDUONDO#ARABA/&Aacute;LAVA
01208#ZUAZO DE SAN MILLAN#ARABA/&Aacute;LAVA
01208#ZUHATZU DONEMILIAGA#ARABA/&Aacute;LAVA
01211#BAROJA#ARABA/&Aacute;LAVA
01211#BERANTEVILLA#ARABA/&Aacute;LAVA
01211#ESCANZANA#ARABA/&Aacute;LAVA
01211#LACORZANA#ARABA/&Aacute;LAVA
01211#LACORZANILLA#ARABA/&Aacute;LAVA
01211#MIJANCAS#ARABA/&Aacute;LAVA
01211#MORAZA#BURGOS
01211#PAGOETA#ARABA/&Aacute;LAVA
01211#PAYUETA#ARABA/&Aacute;LAVA
01211#PIPAON#ARABA/&Aacute;LAVA
01211#SANTURDE#ARABA/&Aacute;LAVA
01211#TOBERA#ARABA/&Aacute;LAVA
01212#BERGANZO#ARABA/&Aacute;LAVA
01212#BURADON GATZAGA#ARABA/&Aacute;LAVA
01212#LOZA#ARABA/&Aacute;LAVA
01212#MONTORIA#ARABA/&Aacute;LAVA
01212#OCIO#ARABA/&Aacute;LAVA
01212#PE&Ntilde;ACERRADA#ARABA/&Aacute;LAVA
01212#PORTILLA#ARABA/&Aacute;LAVA
01212#SALINILLAS DE BURADON#ARABA/&Aacute;LAVA
01212#SANTA CRUZ DEL FIERRO#ARABA/&Aacute;LAVA
01212#URIZAHARRA#ARABA/&Aacute;LAVA
01212#ZAMBRANA#ARABA/&Aacute;LAVA
01213#CAICEDO DE YUSO#ARABA/&Aacute;LAVA
01213#COMUNION#ARABA/&Aacute;LAVA
01213#ERRIBERA BEITIA#ARABA/&Aacute;LAVA
01213#IGAI#ARABA/&Aacute;LAVA
01213#KAICEDO BEHEKOA#ARABA/&Aacute;LAVA
01213#KOMUNIOI#ARABA/&Aacute;LAVA
01213#LANTARON#ARABA/&Aacute;LAVA
01213#LECI&Ntilde;ANA DEL CAMINO#ARABA/&Aacute;LAVA
01213#LEZI&Ntilde;ANA#ARABA/&Aacute;LAVA
01213#MELLEDES#ARABA/&Aacute;LAVA
01213#MOLINILLA#ARABA/&Aacute;LAVA
01213#QUINTANILLA DE LA RIBERA#ARABA/&Aacute;LAVA
01213#RIBERA BAJA#ARABA/&Aacute;LAVA
01213#RIVABELLOSA#ARABA/&Aacute;LAVA
01213#SALCEDO#ARABA/&Aacute;LAVA
01213#SAN MIGUEL#ARABA/&Aacute;LAVA
01213#TURISO#ARABA/&Aacute;LAVA
01213#VILLABEZANA#ARABA/&Aacute;LAVA
01213#ZUBILLAGA#ARABA/&Aacute;LAVA
01216#ARLUZEA#ARABA/&Aacute;LAVA
01216#FAIDO#ARABA/&Aacute;LAVA
01216#MARKINEZ#ARABA/&Aacute;LAVA
01216#URARTE#ARABA/&Aacute;LAVA
01220#ANTEZANA DE LA RIBERA#ARABA/&Aacute;LAVA
01220#ARMI&Ntilde;ON#ARABA/&Aacute;LAVA
01220#ESTAVILLO#ARABA/&Aacute;LAVA
01220#LACERVILLA#ARABA/&Aacute;LAVA
01220#LECI&Ntilde;ANA DE LA OCA#ARABA/&Aacute;LAVA
01220#MANZANOS#ARABA/&Aacute;LAVA
01220#RIVAGUDA#ARABA/&Aacute;LAVA
01230#IRU&Ntilde;A DE OCA#ARABA/&Aacute;LAVA
01230#IRU&Ntilde;A OKA#ARABA/&Aacute;LAVA
01230#LANGRAIZ OKA#ARABA/&Aacute;LAVA
01230#NANCLARES DE LA OCA#ARABA/&Aacute;LAVA
01240#ALEGRIA#ARABA/&Aacute;LAVA
01240#DULANTZI#ARABA/&Aacute;LAVA
01250#ARAIA#ARABA/&Aacute;LAVA
01250#ASPARRENA#ARABA/&Aacute;LAVA
01260#ANDOIN#ARABA/&Aacute;LAVA
01260#EGINO#ARABA/&Aacute;LAVA
01260#IBARGUREN#ARABA/&Aacute;LAVA
01260#ILARDUIA#ARABA/&Aacute;LAVA
01260#URABAIN#ARABA/&Aacute;LAVA
01300#BIASTERI#ARABA/&Aacute;LAVA
01300#LAGUARDIA#ARABA/&Aacute;LAVA
01306#LAPUEBLA DE LABARKA#ARABA/&Aacute;LAVA
01307#BA&Ntilde;OS DE EBRO#ARABA/&Aacute;LAVA
01307#ESKUERNAGA#ARABA/&Aacute;LAVA
01307#MA&Ntilde;UETA#ARABA/&Aacute;LAVA
01307#SAMANIEGO#ARABA/&Aacute;LAVA
01307#VILLABUENA DE ALAVA#ARABA/&Aacute;LAVA
01308#ASSA#ARABA/&Aacute;LAVA
01308#BENASPERI#ARABA/&Aacute;LAVA
01308#CAMPILLAR (EL)#ARABA/&Aacute;LAVA
01308#CRIPAN#ARABA/&Aacute;LAVA
01308#KRIPAN#ARABA/&Aacute;LAVA
01308#LANCIEGO#ARABA/&Aacute;LAVA
01308#LANTZIEGO#ARABA/&Aacute;LAVA
01308#VI&Ntilde;ASPRE#ARABA/&Aacute;LAVA
01309#BILAR#ARABA/&Aacute;LAVA
01309#ELVILLAR#ARABA/&Aacute;LAVA
01309#LEZA#ARABA/&Aacute;LAVA
01309#NAVARIDAS#ARABA/&Aacute;LAVA
01309#PAGANOS#ARABA/&Aacute;LAVA
01320#OION#ARABA/&Aacute;LAVA
01320#OYON#ARABA/&Aacute;LAVA
01321#LASERNA#ARABA/&Aacute;LAVA
01322#BARRIOBUSTO#ARABA/&Aacute;LAVA
01322#LABRAZA#ARABA/&Aacute;LAVA
01322#MOREDA DE ALAVA#ARABA/&Aacute;LAVA
01322#MORETA#ARABA/&Aacute;LAVA
01322#YECORA#ARABA/&Aacute;LAVA
01330#BASTIDA#ARABA/&Aacute;LAVA
01330#LABASTIDA#ARABA/&Aacute;LAVA
01340#ELCIEGO#ARABA/&Aacute;LAVA
01400#LLODIO#ARABA/&Aacute;LAVA
01408#LUIAONDO#ARABA/&Aacute;LAVA
01409#IRABAIEN#ARABA/&Aacute;LAVA
01409#JANDIOLA#ARABA/&Aacute;LAVA
01409#OKONDO#ARABA/&Aacute;LAVA
01409#OKONDOGOIENA#ARABA/&Aacute;LAVA
01409#OKONDOJENA#ARABA/&Aacute;LAVA
01409#SAN ROMAN#ARABA/&Aacute;LAVA
01409#UGALDE#ARABA/&Aacute;LAVA
01409#VILLACHICA#ARABA/&Aacute;LAVA
01409#ZUDIBIARTE#ARABA/&Aacute;LAVA
01420#ARBIGANO#ARABA/&Aacute;LAVA
01420#BASQUI&Ntilde;UELAS#ARABA/&Aacute;LAVA
01420#CAICEDO-SOPE&Ntilde;A#ARABA/&Aacute;LAVA
01420#CASTILLO-SOPE&Ntilde;A#ARABA/&Aacute;LAVA
01420#HERE&Ntilde;A#ARABA/&Aacute;LAVA
01420#PAUL#ARABA/&Aacute;LAVA
01420#POBES#ARABA/&Aacute;LAVA
01420#RIBERA ALTA#ARABA/&Aacute;LAVA
01423#ALCEDO#ARABA/&Aacute;LAVA
01423#ATIAGA#ARABA/&Aacute;LAVA
01423#ATIEGA#ARABA/&Aacute;LAVA
01423#BACHICABO#ARABA/&Aacute;LAVA
01423#BARRIO#ARABA/&Aacute;LAVA
01423#BELLOJIN#ARABA/&Aacute;LAVA
01423#BERG?ENDA#ARABA/&Aacute;LAVA
01423#BERGONDA#ARABA/&Aacute;LAVA
01423#ESPEJO#ARABA/&Aacute;LAVA
01423#FONTECHA#ARABA/&Aacute;LAVA
01423#FONTETXA#ARABA/&Aacute;LAVA
01423#LARRAZUBI#ARABA/&Aacute;LAVA
01423#PUENTELARRA#ARABA/&Aacute;LAVA
01423#SOBRON#ARABA/&Aacute;LAVA
01423#TUESTA#ARABA/&Aacute;LAVA
01423#VILLAMADERNE#ARABA/&Aacute;LAVA
01423#VILLAMBROSA#ARABA/&Aacute;LAVA
01426#ARREO#ARABA/&Aacute;LAVA
01426#ASTULEZ#ARABA/&Aacute;LAVA
01426#CARANCA#ARABA/&Aacute;LAVA
01426#CARCAMO#ARABA/&Aacute;LAVA
01426#FRESNEDA#ARABA/&Aacute;LAVA
01426#GESALTZA-A&Ntilde;ANA#ARABA/&Aacute;LAVA
01426#NOGRARO#ARABA/&Aacute;LAVA
01426#OSMA#ARABA/&Aacute;LAVA
01426#SALINAS DE A&Ntilde;ANA#ARABA/&Aacute;LAVA
01426#VALDEGOVIA#ARABA/&Aacute;LAVA
01426#VILLANA&Ntilde;E#ARABA/&Aacute;LAVA
01426#VILLANUEVA DE VALDEGOVIA#ARABA/&Aacute;LAVA
01426#VILORIA#ARABA/&Aacute;LAVA
01427#ACEBEDO#ARABA/&Aacute;LAVA
01427#ARROYO DE SAN ZADORNIL#BURGOS
01427#BASABE#ARABA/&Aacute;LAVA
01427#BOVEDA#ARABA/&Aacute;LAVA
01427#CORRO#ARABA/&Aacute;LAVA
01427#GURENDES-QUEJO#ARABA/&Aacute;LAVA
01427#JURISDICCION DE SAN ZADORNIL#BURGOS
01427#LAHOZ#ARABA/&Aacute;LAVA
01427#LALASTRA#ARABA/&Aacute;LAVA
01427#MIOMA#ARABA/&Aacute;LAVA
01427#PINEDO#ARABA/&Aacute;LAVA
01427#QUEJO#ARABA/&Aacute;LAVA
01427#QUINTANILLA DE VALDEGOVIA#ARABA/&Aacute;LAVA
01427#RIBERA#ARABA/&Aacute;LAVA
01427#SAN MILLAN DE SAN ZADORNIL#BURGOS
01427#SAN ZADORNIL#BURGOS
01427#TOBILLAS#ARABA/&Aacute;LAVA
01427#VALLUERCA#ARABA/&Aacute;LAVA
01427#VALPUESTA#BURGOS
01427#VILLAFRIA DE SAN ZADORNIL#BURGOS
01427#VILLAMARDONES#ARABA/&Aacute;LAVA
01428#ANUCITA#ARABA/&Aacute;LAVA
01428#ARTATZA#ARABA/&Aacute;LAVA
01428#ARTAZA#ARABA/&Aacute;LAVA
01428#BARRON#ARABA/&Aacute;LAVA
01428#ESCOTA#ARABA/&Aacute;LAVA
01428#GUINEA#ARABA/&Aacute;LAVA
01428#LASIERRA#ARABA/&Aacute;LAVA
01428#MANDAITA#ARABA/&Aacute;LAVA
01428#MONTEVITE#ARABA/&Aacute;LAVA
01428#MORILLAS#ARABA/&Aacute;LAVA
01428#NUVILLA#ARABA/&Aacute;LAVA
01428#OLABARRI#ARABA/&Aacute;LAVA
01428#OLLAVARRE#ARABA/&Aacute;LAVA
01428#ORMIJANA#ARABA/&Aacute;LAVA
01428#SUBIJANA-MORILLAS#ARABA/&Aacute;LAVA
01428#TUYO#ARABA/&Aacute;LAVA
01428#VILLALUENGA#ARABA/&Aacute;LAVA
01430#KUARTANGO#ARABA/&Aacute;LAVA
01430#ZUHATZU-KUARTANGO#ARABA/&Aacute;LAVA
01439#ANDA#ARABA/&Aacute;LAVA
01439#ANDAGOIA#ARABA/&Aacute;LAVA
01439#APRIKANO#ARABA/&Aacute;LAVA
01439#ARRIANO#ARABA/&Aacute;LAVA
01439#ARTXUA#ARABA/&Aacute;LAVA
01439#ETXABARRI-KUARTANGO#ARABA/&Aacute;LAVA
01439#GILLARTE#ARABA/&Aacute;LAVA
01439#INURRIETA#ARABA/&Aacute;LAVA
01439#JOKANO#ARABA/&Aacute;LAVA
01439#KATADIANO#ARABA/&Aacute;LAVA
01439#LUNA#ARABA/&Aacute;LAVA
01439#MARINDA#ARABA/&Aacute;LAVA
01439#SANTA EULALIA#ARABA/&Aacute;LAVA
01439#SENDADIANO#ARABA/&Aacute;LAVA
01439#TORTURA#ARABA/&Aacute;LAVA
01439#ULLIBARRI-KUARTANGO#ARABA/&Aacute;LAVA
01439#URBINA BASABE#ARABA/&Aacute;LAVA
01439#URBINA EZA#ARABA/&Aacute;LAVA
01439#VILLAMANCA#ARABA/&Aacute;LAVA
01440#IZARRA#ARABA/&Aacute;LAVA
01440#URKABUSTAIZ#ARABA/&Aacute;LAVA
01449#ABEZIA#ARABA/&Aacute;LAVA
01449#ABORNIKANO#ARABA/&Aacute;LAVA
01449#APREGINDANA#ARABA/&Aacute;LAVA
01449#BELUNTZA#ARABA/&Aacute;LAVA
01449#GOIURI-ONDONA#ARABA/&Aacute;LAVA
01449#LARRAZKETA#ARABA/&Aacute;LAVA
01449#OIARDO#ARABA/&Aacute;LAVA
01449#UNZA#ARABA/&Aacute;LAVA
01449#UZKIANO#ARABA/&Aacute;LAVA
01450#BARANBIO#ARABA/&Aacute;LAVA
01450#INOSO#ARABA/&Aacute;LAVA
01450#LEKAMA&Ntilde;A#ARABA/&Aacute;LAVA
01450#LEZAMA#ARABA/&Aacute;LAVA
01450#ZIORRAGA#ARABA/&Aacute;LAVA
01468#ALORIA#ARABA/&Aacute;LAVA
01468#ARTOMA&Ntilde;A#ARABA/&Aacute;LAVA
01468#DELIKA#ARABA/&Aacute;LAVA
01468#LARRINBE#ARABA/&Aacute;LAVA
01468#SARATXO#ARABA/&Aacute;LAVA
01468#TERTANGA#ARABA/&Aacute;LAVA
01470#AMURRIO#ARABA/&Aacute;LAVA
01470#ETXEGOIEN#ARABA/&Aacute;LAVA
01474#ARTZINIEGA#ARABA/&Aacute;LAVA
